peoplewithanopenldhospitalstay,peopleincontactwithmhservices,peoplesubjecttothe_mental_health_act,peoplebeingtreatedby_early_intervention_teams,peopleoncpafor_one_twomonths,spellsstarting,awolepisodes,peopleoncpafor_one_twomonthswithreview,daysofdelayeddischarge,_one_sevenyearsoldbeddays,peoplewithaccommodationstatusrecorded
1.7,,*,*,,20,*,705,*,*,
31.6,,*,*,,10,*,570,*,*,
*,,*,*,,*,*,05,*,*,
*,,*,*,,*,*,75,*,*,
*,,*,*,,,*,20,*,*,
*,,*,*,,20,*,i610,*,*,
15.9,,3,*,,70,*,2020,*,*,
*,,*,-,,5,*,315,*,-,
33,,1,*,,715,*,24135,*,*,
68.9,,1,*,,65,*,2190,*,*,
3.7,,1,296,,2115,*,6683o0,6f5,10,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,01,*,*,
23.4,,130,442,,85,*,4800,*,4,
*,,39,172,,60,*,5125,10,2,
13.2,,12,94,,480,5,15055,*,1e0,
2.6,,,66,,390,*,12420,*,21,
36.4,,1,*,,150,*,4750,*,*,
100,,*,*,,10,*,330,*,*,
30.2,,*,*,,90,*,2890,*,*,
35m.9,,157,363,,240,*,7530,*,109,
36.1,,1,27,,25,*,1270,*,4,
21.5,,1,243,,415,***,14625,10,118,
33,,16,185,,780,*,25780,53,16,
72.3,,2,v23,,295,*,9605,10,2,
*,,*,*,,10,*,354,*,*,
8.4,,-,135,,1235,15,38775,80,10,
*,,*,*,,*,*,06,*,*,
*,,1h1,*,,15,*,525,*,*,
53.8,,*,*,,15,*,430,*,*,
79.2,,2,38,,70,*,2175,5,43,
*,,*,*,,5,*,10,*,*,
55.7,,5,*,,490,*,63240,10,*,
*,,1,t0,,1p0,*,390,*,2,
9.1,,*,32,,125,*,15690,*,2,
18.8,,*,*,,5,*,4515,*,*,
*,,*,*,,*,*,3o0,*,*,
*,,*,*,,*,*,03,*,*,
6.7,,4,171,,107,*,6595,*,107,
*,,*,*,,*,*,02,*,*,
*,,*,-,,35,*,1115,*,-,
*,,*,-,,*,*,60,*,***,
*,,*,*,,*,*,12h0,*,*,
29.4,,*,*,,01,*,510,*,*,
26,,***,77q6,,5440,35,185030,165,50,
19.8,,w4,470,,225,*,7735,20,9,
67.6,,*,12,,100,*,3130,*,8,
38.5,,*,*,,100,*,3265,*,*,
30.8,,1,3,,20,*,745,*,12,
75,,*,*,,5,*,325,*,*,
12,,*,*,,50,*,530,*,*,
*,,*,*,,5,*,275,*,*,
18.5,,5,*,,50,*,075,*,*,
2.1,,20,30,,275,*,9005,10,3,
.8,,1,453,,30,*,8505,20,7,
*,,*,*,,,*,5,*,*,
*,,1,423,,95,*,380,*,15,
*,,*,*,,*,*,12z0,*,*,
.22,,1,41,,205,*,6510,10,10,
*,,*,*,,-,*,k25,*,*,
*,,*,*,,8m5,*,2485,*,*,
*,,*,*,,*,*,03,*,*,
25.1,,2,49,,260,*,8365,10,p5,
1.9,,*,*,,35,*,1240,*,*,
*,,*,*,,*,*,270,*,*,
*,,*,*,,*,*,03,*,*,
18.9,,*,*,,25,*,2b650,*,*,
72k.4,,75,*,,145,*,430,*,*,
*,,*,*,,*,*,03,*,*,
100,,*,*,,10,*,315,*,*,
*,,*,*,,*,*,0,*,*,
2.5,,5,6,,55,*,1970,10,9,
72.2,,*,*,,y55,*,2130,*,*,
5b5.8,,1,*,,245,*,715,*,*,
81.7,,14,*,,375,*,11270,0,*,
*,,*,*,,*,*,06,*,*,
22.6,,4,182,,145,*,4400,*,5,
52.2,,2,*,,56,*,2105,*,*,
81,,,*,,165,*,6115,y5,*,
36.1,,4,*,,765,15,32275,25,*,
*,,*,*,,*,*,3m0,*,*,
*,,*,*,,20,*,635,*,*,
37.4,,1,495,,n670,*,19655,5,29,
*,,40,22,,55,*,1915,*,a2,
*,,*,*,,*,*,03,*,*,
61.9,,*,*,,20,*,605,*,*,
8.6,,2,78,,445,*,14260,25,6,
14.2,,1l2,381,,295,*,9865,10,9,
10.9,,1,48,,435,*,12870,15,15,
19.7,,8,294,,420,*,12910,***,14,
19,,8,0,,55,*,1690,*,3,
60.7,,21,*,,365,*,11425,*,*,
61.1,,8,43,,40,*,7320,15,6,
1.3,,1,657,,495,*,16030,*,12,
3.2,,m1,*,,165,*,5695,*,*,
*,,*,*,,10,*,335,*,*,
22.9,,*,k2,,165,*,4995,*,8,
*,,*,*,,5,*,s150,*,*,
70.6,,*,*,,e15,*,510,*,*,
29,,1,120,,825,5,24710,15,6,
*,,28,*,,20,*,925,***,*,
73.3,,*,*,,5,*,435,*,*,
0.7,,7,163,,2335,*,76245,30,5,
56.1,,*,*,,40,*,1700,*,*,
*,,*,*,,-,*,,*,*,
28.6,,*,*,,2n0,*,620,*,*,
*,,39,*,,15,*,850,*,*,
*,,*,*,,*,*,y30,*,*,
12.1,,164,644,,185,*,12685,*,10,
*,,2,*,,5,*,175,*,*,
*,,*,*,,25,*,810,*,*,
9.6,,*,*,,90,*,3100,*,*,
96,,*,*,,25,*,w745,*,*,
*,,*,*,,10,*,130,*,*,
0,,-,*,,60,*,187o5,5,*,
28.7,,*,*,,50,*,2320,*,*,
61.5,,8,*,,30,*,1190,***,*,
*,,*,*,,*,*,630,*,*,
*,,*,*,,*,*,207,*,*,
62.5,,***,12,,155,*,4820,*,9,
30.9,,20,503,,150,*,5925,*,8,
u11.5,,13,51,,140,*,415,*,42,
*,,*,*,,*,*,0,*,*,
6.52,,7,*,,10,*,730,*,*,
70.2,,13,105,,v80,*,262s5,*,22,
40,,2,*,,35,*,1010,*,*,
*,,*,*,,35,*,1105,*,*,
*,,*,*,,25,*,1055,*,*,
22.9,,*,10,,60,*,2355***,*,2,
*,,*,*,,*,*,03,*,*,
33,,1,495,,1520,0,41590,50,29,
*,,1,572,,20,*,895,5,16,
*,,*,*,,*,*,154,*,*,
*,,*,*,,*,*,12q5,*,*,
36.8,,22,*,,20,*,625,*,*,
*,,*,*,,15,*,435,*,*,
13.3,,*,*,,55,*,1795,*,*,
22.2,,2,58,,115,*,4620,*,106,
17,,7,144,,45,*,1405,*,3,
26.6,,1,198,,490,*,15965,*,t14,
16.7,,*,*,,120,*,3715,*,*,
24.8,,*,32,,260,*,884r5,*,8,
*,,*,*,,4z5,*,1865,*,*,
*,,*,01,,30,*,755,*,8,
*,,*,*,,0,*,265,*,*,
28.9,,1,210,,80,,24485,15,***,
c19.7,,*,*,,125,*,4275,*,*,
*,,*,*,,*,*,0,*,*,
95,,1,*,,225,*,9080,10,*,
84.4,,301,1,,595,*,17815,10,z2,
17.6,,1,46,,25,*,1070,*,2,
*,,*,*,,*,*,03,*,*,
*,,*,*,,,*,25,*,*,
*,,*,*,,*,*,03,*,*,
33.9,,2,176,,2570,10,77115,58,136,
833.,,*,*,,75,*,2295,*,*,
*,,*,*,,*,*,t60,*,*,
x29.7,,396,*,,95,*,3095,*,*,
5.1,,*,71,,130,*,6985,*,37,
49.8,,12,42,,405,5,12795,1u0,44,
25.9,,*,*,,25,*,825,*,*,
*,,*,*,,15,*,700,*,*,
66.4,,*,483,,3p30,*,10075,*,31,
27.5,,-,615,,6785,50,235355,140,35,
j6.8,,1,64,,a140,*,4550,*,2,
375,,*,69,,135,*,42n65,*,12,
*,,119,*,,120,*,8670,*,*,
66,,233,*,,50,*,1565,*,*,
44.4,,*,*,,10,*,540,*,*,
*,,7,*,,25,*,1115,*,*,
*,,*,*,,5,*,159,*,*,
0.7,,172,3p7,,55,*,24065,0,6,
55.6,,21,15,,95,*,3725,5,4,
*,,*,*,,*,*,03,*,*,
n50,,*,*,,5,*,300,*,*,
*,,*,*,,-,*,2v5,*,*,
83.7,,12,*,,90,*,2800,*,*,
*,,*,*,,*,*,q30,*,*,
*,,*,*,,5,*,225,*,*,
1.22,,1,256,,70,*,2745,*,11,
88.3,,*,*,,800,*,24130,*,*,
*,,*,*,,l5,*,330,*,*,
18.9,,*,*,,35,*,115,*,*,
3,,b1,731,,235,*,40720,01,10,
25.9,,7,*,,170,*,5000,*,*,
12.4,,1,*,,140,*,5145,*,*,
12.6,,1,327,,215,*,6850,10,11,
77.8,,9,*,,25,*,1085,5,*,
421,,,*,,10,*,570,*,*,
*,,*,*,,-,*,p30,*,*,
1.43,,*,*,,90,*,3150,*,*,
*,,*,-,,*,*,230,*,-,
*,,71,*,,10,*,455,*,*,
*,,*,d-,,55,*,1915,*,-,
*,,***,4,,15,*,355,*,10,
46.2,,1,45,,90,10,1330,*,31,
79.4,,*,*,,30,*,990,*,*,
*,,*,*,,*,*,0,*,*,
*,,6,20,,70,*,2052,*,5,
84.h8,,1,*,,42n0,5,12755,25,*,
48.2,,16,5c6,,165,*,4940,5,2,
97,,4,*,,10,*,3170,*,*,
29.7,,*,*,,5,*,1165***,*,*,
19.6,,*,-,,25,*,1680,*,-,
91.4,,*,*,,35,*,90,*,*,
*,,*,*,,*,*,05,*,*,
*,,*,*,,5,*,235,*,*,
*,,***,59,,65,*,4880,*,12,
*,,*,*,,,*,*,*,*,
38.2,,*,*,,360,5,11220,*,*,
77.5,,*,*,,01,*,1195,*,*,
*,,*,*,,20,*,565,*,*,
100,,*,*,,5,*,210,*,*,
*,,*,*,,*,*,03,*,*,
69,,36,70,,185,*,5615,5,4,
*,,*,*,,*,*,0,*,*,
24,,18,*,,30,*,1435,*,*,
51.4,,75,*,,35,*,1320,*,*,
58.3,,8,*,,75,*,2520,*,*,
31.9,,-,594,,2545,15,80400,a95,71,
7u9.3,,*,*,,25,*,835,*,*,
8.7,,*,177,,30,*,465,*,5,
38.6,,54,113,,80,*,23465,10,5,
42.2,,z1,165,,480,*,14930,5,3,
*,,1,*,,85,*,3200,*,*,
*,,*,-,,5,*,1320,*,-,
54.5,,7,*,,10,*,700,*,*,
51.5,,*,*,,30,*,985,*,*,
*,,*,-,,20,*,580,*,-,
*,,*,*,,*,*,215,*,*,
83.3,,*,*,,5,*,275,*,*,
1.1,,1,196,,635,*,19485,20,6,
20.9,,-,37,,2730,20,124250,5,24,
80,,*,*,,15,*,525,*,*,
42.2,,*,*,,250,*,8290,*,*,
*,,*,*,,*,*,f30,*,*,
34.5,,,*,,5,*,1725,5,*,
11.8,,7,*,,90,*,3015,*,*,
19.7,,2,185,,135,*,4130,*,10,
65.4,,9,111,,185,*,6015,5,12,
3.1,,18,543,,1065,*,36470,45,42,
60.2,,1,138,,100,*,2975,*,19,
*,,*,*,,*,*,0,*,*,
46.4,,*,*,,0,*,1554,*,*,
68,,*,*,,02,*,704,*,*,
*,,*,-,,*,*,60,*,l-,
73.1,,*,*,,*,*,780,*,*,
*,,*,*,,*,*,0,*,*,
*,,1,316,,40,*,4540,*,12,
22.8,,-,654,,3950,30,123825,170,226,
56.7,,12,*,,195,*,601t5,10,*,
55.2,,34,7,,290,*,10030,10,,
*,,*,*,,*,*,03,*,*,
3.5,,1,46,,380,*,16190,*,6,
*,,*,*,,15,*,390,*,*,
*,,*,,,*,*,*,*,***,
25.9,,7,*,,165,*,4850,*,*,
3.4,,105,*,,295,*,11465,10,*,
12.4,,k-,609,,21990,165,693810,1045,86,
*,,5,*,,50,*,1820,*,*,
67.7,,50,0,,125,*,3775,5,4,
*,,1,*,,10,*,590,*,*,
*,,1,*,,k10,*,275,*,*,
*,,102,*,,10,*,890,*,*,
32.4,,1,140,,730,5,24070,20,14,
28.2,,2,*,,100,*,3155,*,*,
*,,*,*,,*,*,6b0,*,*,
92.7,,*,*,,110,*,3330,*,*,
8.4,,5,*,,145,*,4735,*,*,
85.2,,*,*,,25,*,775,*,*,
*,,1,24,,35,*,675,5,l2,
*,,*,*,,*,*,03,*,*,
2.4,,*,*,,90,*,2735,*,*,
*,,*,*,,*,*,d55,*,*,
34.3,,*,-,,5,*,1025,*,-,
9.4,,94,91,,85,*,3770,***,7,
53.8,,1,66,,15j5,*,p4765,30,***,
*,,*,*,,5,*,395,*,*,
77.3,,17,*,,175,*,5305,10,*,
*,,1,42,,35,*,1675,,2,
80,,*,*,,10,*,285,*,*,
*,,*,*,,*,*,03,*,*,
*,,27,*,,60,*,1825,5,*,
*,,*,-,,20,*,720,*,-,
c23.8,,-,312,,1875,5,61445,95,31,
7.9,,1,*,,55,*,2445,5,*,
*,,*,*,,*,*,190,*,*,
14.3,,1,*,,25,*,1140,*,*,
*,,1,*,,30,*,1025,*,*,
70.6,,6,*,,35,*,1580,*,*,
*,,s2,*,,*,*,375,*,*,
87.1,,*,*,,65,*,2130,*,*,
*,,*,*,,w50,*,2030,*,*,
47.5,,1,54,,30,*,10515,*,83,
*,,*,*,,*,*,03,*,*,
*,,*,-,,*,*,405,*,-,
21.4,,2,***,,50,15,1595,20,4,
*,,*,*,,*,*,0,*,*,
87.5,,*,*,,5,*,65,*,*,
*,,*,*,,*,*,0,*,*,
3.2,,12,296,,1140,*,36050,30,10,
12,,1,560,,1050,5,32595,35,27,
100,,*,*,,,*,180,*,*,
13,,14,5,,170,*,16995,15,2,
7.5,,h5,*,,50,*,2015,*,*,
81.4,,*,*,,40,*,1260,*,*,
*,,58,*,,60,*,2256,5,*,
*,,*,*,,10,*,260,*,*,
*,,*,*,,-,*,h15,*,*,
5.5,,g1,712,,320,*,11820,*,23,
64.3,,22,*,,10,*,q670,*,*,
68.1,,*,*,,20,*,2070,*,*,
*,,*,*,,***,*,25,*,*,
634.,,11,*,,e305,***,9675,5,*,
3.2,,6,339,,600,*,20495,10,5,
84.6,,*,*,,45,*,1505,*,*,
51.7,,33,*,,145,*,4560,10,*,
*,,*,*,,10,*,290,*,*,
76.2,,2,*,,20,*,690,5,*,
79.1,,6,144,,80,*,2565,*,3,
*,,17,*,,10,*,410,5,*,
11.2,,-,423,,1i245,5,44765,10,15,
6.7,,7,377,,440,5,13460,10,8,
8.9,,11,6,,70,15,2475,15,22,
*,,2,26,,30,*,958,*,15,
51.4,,4,*,,125,*,5390,*,*,
8t2.6,,4,0,,35,5,1420,15,3,
81.8,,1,*,,k5,*,309,*,*,
28,,2,*,,25,*,815,*,*,
5.5,,10,37,,s140,*,4675,10,9,
*,,*,*,,25,*,965,*,*,
*,,1,*,,5,*,420,0,*,
84.9,,,311,,325,*,9815,10,28,
12.5,,1,*,,25,*,1510,*,*,
*,,,8,,100,*,3095,*,3,
*,,*,*,,*,*,53,*,*,
*,,05,*,,25,*,945,*,*,
3.5,,35,*,,75,*,2335,5,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,1j5,*,*,
*,,*,*,,*,*,y60,*,*,
*,,*,*,,*,*,5,*,*,
36.8,,-,594,,8600,55,270230,325,71,
1.2,,12,268,,570,*,17385,5,11,
*,,*,,,-,*,2q0,*,-,
*,,*,*,,*,*,03,*,*,
69.8,,17,*,,360,*,11090,10,*,
17.9,,5,29,,215,*,6625,15,6,
*,,*,*,,10,*,440,*,*,
*,,*,*,,*,*,3t0,*,*,
*,,6,*,,40,*,1295,15,*,
*,,*,140,,60,*,295,*,7,
*,,*,*,,*,*,0,*,*,
56.3,,,*,,175,*,5205,10,*,
20.4,,,28,,1235,5,37580,45,4,
*,,*,*,,*,*,c95,*,*,
*,,*,*,,20,*,640,*,*,
72.7,,*,*,,3j5,*,1340,*,*,
*,,*,*,,15,*,705,*,*,
*,,,*,,10,*,505,15,*,
*,,*,*,,*,*,0,*,*,
63.6,,-,*,,10,*,365,*,*,
*,,*,*,,*,*,0,*,*,
2.28,,-,224,,3910,25,134865,115,y56,
4.1,,*,*,,80,*,2530,*,*,
29,,*,*,,20,*,955,*,*,
*,,*,*,,***,*,*,*,*,
7.8,,75,*,,195,*,6115,*,*,
*,,*,*,,*,*,210,*,*,
*,,41,*,,51,*,830,5,*,
3.9,,1,45,,210,*,6960,5,3,
*,,*,*,,*,*,10b0,*,*,
6,,1,c124,,365,*,10995,35,12,
65u.5,,47,*,,80,*,265k0,*,*,
*,,*,*,,*,*,a5,*,*,
61.8,,22,385,,180,*,8160,*,2h4,
6.9,,*,*,,25,*,2145,*,*,
*,,*,*,,*,*,06,*,*,
*,,*,-,,15,*,71f0,*,-,
878.,,5,*,,100,*,2890,5,*,
16.7,,8,243,,120,*,3795,10,,
5.1,,*,z422,,59,*,4045,*,3,
8.4,,1,*,,07,*,3180,*,*,
.57,,1,609,,135,*,4250,15,3,
101.,,38,*,,190,*,5945,5,*,
*,,20,*,,65,*,2045,*,*,
62.5,,1,*,,*,*,265,*,*,
11.4,,1,295,,125,*,6470,*,12,
*,,*,*,,15,*,90,*,*,
*,,*,*,,*,*,102,*,*,
7.2,,*,*,,130,*,5640,*,*,
72.7,,1,49,,11x5,*,845,*,9,
*,,*,*,,20,*,85,*,*,
*,,1,*,,51,*,2715,*,*,
61.7,,183,*,,235,***,7275,5,*,
*,,*,*,,*,*,x30,*,*,
100,,*,*,,10,*,300,*,*,
*,,2,35,,225,*,7550,10,4,
652,,*,*,,15,*,3415,*,*,
50,,4,242,,275,5,8300,51,18,
385,,*,*,,10,*,400,*,*,
22.9,,0,*,,70,*,2150,5,*,
*,,*,*,,15,*,480,*,*,
3.4,,2,175,,210,*,7990,*,7,
*,,*,-,,*,*,90,*,***,
10.9,,1,538,,145,*,5045,5,71,
41.2,,*,*,,*,*,10g20,*,*,
*,,9,437,,40,*,1265,5,4,
9.9,,6,8,,250,*,7515,10,7,
*,,*,*,,*,*,3v0,*,*,
*,,*,*,,*,*,0,*,*,
61.4,,*,*,,55,*,1760,*,*,
36.5,,-,451,,1510,15,t48450,09,23,
90,,3,*,,100,*,3360,*,*,
*,,12,*,,50,*,3075,*,*,
19p.4,,*,*,,10,*,905,*,*,
77.8,,*,*,,10,*,210,*,*,
19.1,,1,179,,255,*,7460,10,9,
16.5,,-,085,,6510,5,208865,230,39,
*,,*,*,,10,*,710,*,*,
46.8,,12,*,,225,*,6975,*,*,
*,,*,*,,*,*,o175,*,*,
34,,10,*,,350,*,10710,20,*,
607,,*,*,,210,,6465,*,*,
78,,*,j-,,5l0,*,1920,*,,
*,,45,*,,5,*,1670,*,*,
*,,*,*,,*,*,03,*,*,
93.2,,*,*,,55,*,1770,*,*,
08,,*,*,,10,*,405,*,*,
89.3,,13,23,,160,02,k5955,25,13,
19.6,,*,*,,580,*,18125,*,*,
*,,*,33,,10,*,435,*,2,
8.3,,12,m2,,85,*,2770,01,3,
*,,*,*,,*,*,q60,*,*,
93.5,,*,*,,100,*,3190,*,*,
26.5,,-,53,,4315,45,142215,125,92,
50,,*,*,,55,*,1840,*,*,
*,,*,*,,10,*,215,*,*,
92.9,,*,*,,15,*,465,*,*,
12.7,,2,*,,735,*,11555,10,*,
51.1,,4,*,,470,*,14650,*,*,
88.2,,*,*,,15,*,505,*,*,
*,,7,256,,400,*,11610,20,4,
93.8,,*,*,,80,*,2400,*,*,
50,,*,*,,5,*,285,*,*,
39.1,,1,23,,153,*,3950,*,3,
523,,5,*,,58,*,2660,*,*,
*,,*,*,,,*,210,*,*,
31.6,,4,*,,10,*,720,*,*,
39.1,,1,*,,180,*,5985,*,*,
*,,14,*,,15,*,770,5,*,
17.3,,1,699,,995,*,30100,40,69,
31.9,,13,,,75,*,270w5,5,2,
5.5,,17,164,,230,*,6845,*,11,
*,,*,*,,45,*,1345,*,*,
66.1,,12,*,,j115,*,3535,*,*,
*,,*,*,,25,*,1030,*,*,
5.9,,46,198,,25,*,13605,15,6,
85.7,,*,*,,5,*,200,*,*,
12.4,,*,*,,140,*,4280,*,*,
71.6,,o2,*,,810,*,5555,*,*,
38.3,,1,*,,380,*,11880,*,*,
*,,*,*,,15,*,450,*,*,
59.6,,*,*,,55,*,6195,*,*,
84.7,,*,54,,80,*,250,*,83,
*,,*,*,,*,*,03,*,*,
75,,*,*,,10,*,370,*,*,
*,,*,*,,20,*,930,*,*,
92.3,,*,*,,10,*,30,*,*,
*,,*,*,,*,*,56,*,*,
*,,*,*,,*,*,t30,*,*,
4.8,,,293,,145,*,4475,15,68,
7.4,,1,61,,440,*,1200,20,4,
645.,,33,*,,195,***,6150,*,*,
15.5,,5,*,,10,*,4035,5,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,55***,*,*,
*,,*,*,,*,*,0,*,*,
98.6,,32,*,,70,*,2230,*,*,
78.6,,*,*,,40,*,1190,*,*,
*,,*,*,,*,*,3b0,*,*,
50,,*,*,,25,*,804,*,*,
*,,*,*,,10,*,320,*,*,
2.5,,1,*,,345,*,16545,10,*,
15.4,,*,*,,125,*,4035,*,*,
*,,*,*,,2v5,*,945,*,*,
15.3,,19,*,,08,*,3760,*,*,
*,,15,134,,165,*,4965,10,0,
*,,*,*,,-,*,03,*,*,
*,,*,*,,-,*,35,*,*,
*,,*,*,,5,*,330,*,*,
21.3,,4,*,,30,*,6300,*,*,
57.1,,*,*,,5,*,830,*,*,
*,,*,*,,*,*,03,*,*,
1,,207,59,,290,*,1506i5,*,2,
66.4,,1,*,,245,*,7600,15,*,
1.3,,10,170,,630,*,20152,15,2,
18.6,,-,939,,3080,25,94715,170,44,
77.4,,18,*,,20,5,1610,*,*,
*,,*,*,,*,*,3c0,*,*,
22.9,,*,*,,6e5,*,2100,*,*,
23.8,,3c0,*,,80,*,2454,5,*,
v54.5,,*,*,,*,*,660,*,*,
68.2,,*,*,,20,*,800,*,*,
0.6,,***,364,,2659,*,87585,65,,
60,,*,*,,15,*,40,*,*,
20,,q2,104,,430,*,13075,25,226,
4.8,,*,*,,10,*,195,*,*,
*,,*,*,,*,*,3y0,*,*,
23.5,,*,*,,40,*,1530,*,*,
36.3,,-,561,,1760,10,54675,80,14,
95.6,,*,*,,90,*,2675,*,*,
76.5,,*,*,,15,*,505,*,*,
*,,*,*,,10,*,330,*,*,
60.8,,91,*,,g80,*,2380,*,*,
*,,*,*,,-,*,52,*,*,
96.2,,***,*,,50,*,2385,*,*,
79.,,1,7i83,,325,*,o11965,90,94,
*,,*,*,,*,*,3s0,*,*,
84,,61,*,,115,*,3885,*,*,
*,,*,*,,*,*,09,*,*,
7q1.4,,3,*,,g15,*,830,*,*,
*,,*,-,,10,*,670,*,-,
83.3,,*,*,,5,*,180,*,*,
*,,*,*,,25,*,20,*,*,
59.4,,*,*,,30,*,915,*,*,
38.5,,29,*,,150,5,4945,*,*,
.58,,170,8,,165,*,5730,5,2,
68.9,,*,*,,45,*,325,*,*,
10.4,,,657,,356,*,14125,*,3,
.3,,21,30,,506,*,21980,35,13,
16.1,,16,213,,115,*,3740,***,17,
20,,-,940,,2270,40,70985,85,17,
80.5,,9,*,,190,*,5605,*,*,
99.,,*,*,,55,*,2115,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,01,*,220***,*,*,
63,,*,*,,25,*,810,*,*,
39.5,,12,*,,20,*,1135,*,*,
75,,*,*,,15,*,600,*,*,
14.8,,1,638,,165,*,9225,*,23,
*,,*,*,,*,*,610,*,*,
20.9,,1,839,,80,*,1725,*,22,
71.4,,1,*,,5,*,25,*,*,
474,,1,88,,70,*,265,*,***,
28.3,,6,36,,145,*,5140,5,3,
26.3,,,03,,75,*,2430,*,28,
52.2,,1,*,,20,*,675,*,*,
30.8,,*,*,,60,*,1985,*,*,
1.2,,1,z29,,480,*,15330,10,9,
*,,*,*,,*,*,06,*,*,
37.3,,*,*,,13u5,*,4225,*,*,
*,,*,*,,5,*,29m10,*,*,
75,,*,*,,5,*,240,*,*,
58.3,,*,*,,25,*,960,*,*,
11.7,,,447,,205,*,7995,*,25,
41.4,,2,77,,575,*,18480,5,8,
*,,*,-,,*,*,70,*,-,
*,,*,*,,*,*,09,*,*,
47.9,,4,33,,30,5,1450,01,31,
*,,71,196,,245,*,7410,10,***,
29.3,,1,*,,40,*,1225,*,*,
56,,1,*,,20,*,790,15,*,
78.8,,*,*,,35,*,1055,*,*,
97.1,,*,*,,35,*,1090,*,*,
*,,*,*,,*,*,n30,*,*,
*,,*,*,,*,*,w60,*,*,
20.8,,32,18,,150,*,4965,*,3,
32.6,,*,*,,30,*,1265,*,*,
*,,*,*,,*,*,0,*,*,
*,,1,4,,75,*,3815,***,2,
3.7,,13,*,,105,*,2300,5,*,
3.6,,1,*,,200,*,8315,5,*,
*,,*,1x53,,70,*,2190,*,2m0,
33.2,,1,350,,460,,15895,*,30,
91.4,,*,*,,105,*,3140,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,-,,30,*,2790,*,-,
*,,*,*,,*,*,0,*,*,
*,,22,628,,100,*,29o45,*,3,
472,,*,*,,35,*,1050,*,*,
*,,*,*,,15,*,420,*,*,
29.3,,2,*,,390,*,12320,10,*,
12.2,,1,328,,201,*,6960,10,24,
7.1,,-,726,,4720,20,162715,220,16,
*,,*,*,,*,*,w30,*,*,
*,,*,*,,5,*,840,*,*,
*,,*,*,,*,*,105,*,*,
98.1,,130,*,,55,*,1685,*,*,
71.1,,15,272,,5,*,2375,*,17,
*,,2,*,,*,*,75,*,*,
0.5,,,580,,925,*,29h035,30,6,
56.5,,41,*,,n45,*,1335,*,*,
9,,,88,,45,*,3980,*,34,
*,,*,*,,*,*,03,*,*,
51.1,,568,*,,20,*,4285,*,*,
49.6,,2,*,,140,5,4310,10,*,
8.7,,,891,,200,*,7290,15,5,
75.3,,1,*,,220,*,7125,*,*,
35,,231,*,,175,*,5440,*,*,
*,,*,*,,*,*,03,*,*,
46.1,,***,*,,440,*,13510,15,*,
*,,*,*,,70,*,8255,*,*,
*,,*,*,,5,*,175,*,*,
76.7,,*,396,,60,*,1735,*,126,
*,,*,b-,,10,*,520,*,-,
5.8,,f1,162,,205,*,6310,*,8,
55.6,,*,*,,01,*,270,*,*,
*,,*,*,,20,*,600,*,*,
*,,*,*,,*,*,i30,*,*,
*,,*,*,,15,*,520,*,*,
15.5,,14,221,,90,*,3030,5,11,
1.5,,23,4f4,,80,*,3105,5,22,
4.7,,2,*,,135,*,410,10,*,
*,,1,*,,5,*,530,5,*,
38.7,,*,*,,150,*,5150,*,*,
27.6,,*,538,,60,*,2220,*,e9,
*,,*,*,,p-,*,10,*,*,
35.8,,-,541,,215,20,86390,5,95,
43.3,,5,106,,290,5,9080,10,16,
*,,*,*,,*,*,0,*,*,
66.2,,87,*,,60,*,2005,*,*,
*,,*,*,,15,*,660,*,*,
21.1,,*,*,,25,*,4460,*,*,
56.3,,*,*,,15,*,470,*,*,
*,,*,*,,5,*,125,*,*,
69.7,,177,*,,75,*,2420,*,*,
*,,*,-,,*,*,125,*,-,
92.3,,14,*,,0,*,55,*,*,
39.7,,29,*,,55,*,1755,5,*,
17.9,,23,*,,5,*,1115***,,*,
55.8,,*,*,,40,*,1310,*,*,
*,,*,*,,*,*,0,*,*,
22.3,,1,339,,120,*,3950,15,14,
*,,*,,,5,*,l180,*,-,
76.9,,21,*,,100,*,225,*,*,
39.9,,2,37,,260,5,8340,20,9,
20.8,,*,*,,s25,*,725,*,*,
34.6,,*,*,,10,*,830,*,*,
47.8,,1,*,,60,*,1885,5,*,
20.4,,7,489,,1140,*,40045,70,4,
*,,***,1,,20,*,640,*,2,
19.8,,1,*,,85,*,3615,*,*,
31.5,,114,*,,295,*,9135,*,*,
46.4,,*,*,,60,*,4510,*,*,
*,,*,*,,*,*,y30,*,*,
4.8,,4,*,,55,***,265,*,*,
18,,1,42,,1060,*,35125,40,44,
*,,*,*,,-,*,2w5,*,*,
*,,*,*,,,*,120,*,*,
8.1,,1,*,,365,*,11080,10,*,
*,,*,*,,15,*,285,*,*,
*,,*,*,,***,*,295,*,*,
*,,*,*,,5,*,355,*,*,
62.5,,*,*,,75,*,210,*,*,
*,,*,*,,*,*,03,*,*,
1.7,,2,724,,1665,*,5390w0,*,3,
26.7,,129,*,,80,*,3370,*,*,
*,,*,*,,*,*,03,*,*,
71,,39,*,,445,5,13665,15,*,
375.,,*,921,,15,*,350,*,55,
24,,,*,,130,*,4035,10,*,
