gender,qc_five_five,q_zero_five_one_two,q_zero_fourbii_one_four,q_zero_threea_one_two,q_zero_nine_one_zero,q_zero_four_zero_six,q_one_eighti_zero_seven,q_zero_nine_one_three,q_one_fived_zero_two_zero_six,q_one_fiveca_zero_four,q_one_zerof_zero_seven,q_zero_threea_one_zero,qc_five_six,q_one_fived_zero_four_zero_two,q_zero_four_zero_two,q_zero_nine_zero_one,q_zero_fourbi_zero_five,q_two_seven_zero_four,q_zero_foura_two_two
an,No,No,No,No,At least once a week,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,Yes,Yes,No,Yes,oN,oN,3,Several times a day,No,Fairly satisfied,No
Woman,No,Yes,Nyo,No,At least once a month,***,Have never done this but I am aware of this,At least once a week,Yes,Yes,Yes,Yes,No,No,7,Several times a day,o,Fairly satisfied,No
Woman,Yes,dNo,Nno,o,At least oncea week,9,Have never done this - and I wasn't aware that this was possible,Lesso ften,oN,Yes,No,eYs,No,No,9,At least once a week,Yes,Very dissatisfied,No
Woman,No,No,No,No,Less oftpen,6,Have never done this but I am aware of this,Less often,Ybes,No,Yes,Yes,No,No,6,Once or twice a day,o,Neither satisfied nor dissatisfied,No
Man,No,Yes,No,o,At least once a month,6,Have never done this but I am aware of this,Several times a day,Ys,No,No,No,No,No,8,Several times a day,No,Fairly satisfied,o
Woan,No,No,Ngo,No,At least once a week,***,Have never done this bu I am aware of this,Once or twice a day,Yes,Yes,o,No,No,Nfo,4,Several times a day,No,Fairlys atisfied,No
Woman,Yes,es,No,No,Less often,8,"Have done / used this at some time in the past, but not in the past 3 months",Less often,Yes,No,No,No,Nko,No,10 - Extremely interexsted,At least once a month,No,Neither satisfied nor dissatisfied,No
aMn,No,No,o,No,Never,2,Have never done this but I am aware of this,Never,No,Njo,es,Yes,No,No,5,At leavst once a week,oN,Don't know,No
Woman,Nao,No,o,eNo,Never,6,"Have done / used this at some time in the past, but not in the past 3 months",At least once ay week,Yes,No,No,Yes,No,No,5,Several times a day,No,Fairly satisfied,No
Msan,No,No,No,No,Neer,1 - Not at all interested,Have never done this - and I wasn'' aware that this was possible,Once or twice a day,No,Yes,No,Yes,No,No,***,Several times a day,No,Fairly satisfied,No
Man,No,Yes,No,No,At least once a week,8,Have never done this but I am aware of this,At least once a month,Yes,Yes,No,Yes,Yes,No,6,Several times a day,No,Fazirly satisfied,No
Man,Yes,zNo,No,No,Nevver,1 - Not at all interested,"ave done / used this at some time in the past, but not in the past 3 months",At least once a week,No,Yes,Yes,No,Yes,o,1 - Not t all interested,Several times a day,Yes,Neither satisfied nor dissatisfied,Yes
Woman,No,No,No,No,Less often,7,Have never done this - and I wasn't aware that this was possible,At least once a monh,Yes,Yes,eNo,Yes,oN,No,7,Several times a day,No,Fairlysatisfied,kNo
Man,No,Yse,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,No,Yes,No,No,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Less often,1 - Not at all interested,Have done/used this in the past 3 months,Never,oN,No,Yes,Yes,No,No,4,Once or twice a day,lNo,Fairly satisfied,No
Woman,No,Yes,oN,No,Never,5,Have never done this but I am aware of this,At least once a week,Yes,Yes,Yes,No,Yes,rNo,1 - Not at all interestyed,Several times a day,No,Very satisifed,No
Mna,o,Nfo,No,No,Never,***,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,No,Yes,No,Yes,No,No,,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,oN,No,Les often,3,Have never done this but Iam aware of this,Less often,o,No,Yes,Yes,No,oN,3,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,Yes,No,Yes,No,No,No,p8,Several times a day,No,Fairly satisfied,No
Man,o,No,No,No,Never,2,"Have done / used this at some time in the past, but not in the past 3 months",Once or twice a day,No,No,No,No,No,No,7,Once or twice a day,No,Fairly satisfied,o
Man,No,No,No,No,Nevexr,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Nveer,No,No,Yes,Yes,oN,No,1 - Not at all interested,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,No,Yes,No,No,At least once a month,***,Have done/used this in the past 3 months,At least once a week,No,Yes,Yes,Nvo,oN,No,5,Once or twice a day,No,Very satisfied,oYes
Man,No,Ys,No,No,At least once a month,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,o,Yes,Yes,es,o,o,9,Several times a day,oN,Fairly satisfied,No
Man,No,Yes,oN,No,Once or twice a day,7,Have done/used this in the past 3 months,Several times a day,Yes,No,Yes,o,Yes,No,***,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,2,Have never done this but I am aware of this,Never,No,Yes,Yes,Yes,Noo,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,o
Woman,No,No,No,No,Never,4,Have never done this but I am aware of this,Never,No,No,No,Yes,No,No,3,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,oN,Less often,7,Have never done this - and I wasn't aware that this was possible,At least once a month,No,Yes,Ypes,Yes,Yes,No,3,Several timefs a day,oN,Fairly satisfied,No
Man,Yes,No,No,No,rNever,3,Have done/used this in the past 3 months,Never,No,Yes,Nxo,Yes,oN,No,3,Once or twice a day,Yes,Very satisfied,No
Woman,No,No,No,No,Less often,***,"Hbave done / used this at some time in the past, but not in the past 3 months",Never,oN,Yes,Yes,Yes,Yse,No,7,Several times a day,No,Fairly satisfied,No
Woman,oNo,Yes,oN,No,Less often,6,Have never done this but I am aware of this,Once or twice a day,Yes,Yes,Yes,Yes,No,No,***,Several times a day,No,aFirly satisfied,No
aMn,oYes,No,No,No,Never,1 - Not at all interested,Have never done thsi but I am aware of this,At leastx once a month,No,No,Yes,Yevs,No,No,1 - Notat all interested,Sevjeral times a day,Yes,Very satisfied,No
Woman,Yes,No,No,No,Never,2,Have never done this but I am aware of this,ess often,No,Yes,Yes,No,No,No,3,Once or twice a day,No,Don't know,No
Woman,Yes,No,No,o,Never,,Have done/uesd this in the past 3 months,Les often,No,No,Yevs,No,No,No,9,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Less often,4,Have never done this - and I wasn't aware that this was possible,Less often,No,Yes,No,Yes,o,qNo,8,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,4,Have never done this - and I wasn't aware that this was possible,Neverr,No,Yes,Yes,Yes,Yes,No,***,Several times a day,No,Fairly satisfied,No
Woman,No,Yes,No,oN,At least once a week,8,"ave done / used this at some time in the past, but not in the past 3 months",Once qor twice a day,No,es,Yse,Yes,Yes,No,9,Several times a day,es,Fairly satisfied,Yes
Man,No,No,No,No,Less often,5,Have done/used this in nthe past 3 months,Less often,No,No,Yes,es,Yes,No,9,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,oN,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,oN,Yes,No,No,1 - Not at all interested,Several times a day,No,Don't know,No
Man,No,Yjes,oN,No,At least once a week,,Have never done this but I am aware of this,At least once a month,No,Yses,Yes,Yes,Yes,wNo,2,Several times a day,No,Fairly satisfied,oN
Man,hNo,o,No,No,Never,1 - Not at all interested,Have never done this - and I wasn''t aawre that this was possible,Never,No,Yes,oN,Yes,No,No,1 - Not at all interested,Several times a day,No,Don't know,No
Woman,Yes,No,o,Nmo,Less often,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,No,No,No,No,Yes,No,5,Several times a day,No,Very satisfeid,No
Man,No,Yes,No,No,At least once a week,6,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,Yes,Yes,No,Yes,No,No,8,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,Yes,Yes,Yes,No,No,2,Several times a day,Yes,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,4,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,No,No,No,,Less often,No,Fairly dissatisfied,No
Woman,No,Yes,No,No,At least once a week,e5,Have never done this - and I wasn't aware that this was possible,Once or twice a day,No,Yes,Yes,Yes,No,No,2,Once or twisce a day,No,Neither satisfied nor dissatisfied,No
Woman,Yes,No,No,No,Less often,***,Have never done this but I am aware of this,Less oftne,No,o,No,Yes,No,No,6,Severalt imes a day,No,Fairly satisfied,No
Man,No,Yes,No,o,At least once a month,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Once or twicea day,Yes,wYes,Yes,Yes,No,No,1 - Not at all interested,Several timies a day,No,Fairy satisfied,No
an,Yes,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,Neer,No,No,jNo,Yes,No,No,2,At least once a month,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a month,No,es,es,Yes,No,Yes,,At least once a week,No,Fairly dissatisfied,Nwo
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,No,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,cNo,No,ever,1 - Not at all interested,Have done/used this in the past 3 montsh,Never,No,No,Yes,Yes,oN,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
oman,Yes,No,o,No,Never,1 - Not at all interested,Have neverd one this but I am aware of this,Never,Nlo,Yes,Yes,No,oN,No,6,Several times a day,No,Fairly satisfied,No
Woman,No,oN,No,No,Less often,6,Have never done this - and I wasn't aware that this was possible,Never,Yes,Yes,Yes,Yes,No,o,4,Several times a day,No,Very satisfied,No
Man,Yes,Yes,eNo,oN,At least once a month,6,Have done/used this in the past 3 months,At least once a week,eYs,No,No,Yes,Yes,No,,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,Yes,Never,1 - Not at all interested,Have never done this but I am aware of this,Nekver,No,No,No,Yse,No,No,1 - Not at all interested,Once or twice a day,No,Don't know,No
cWoman,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,No,Yse,No,1 - Not at all interested,At least once a week,No,Don't know,No
Man,No,No,No,Ys,Never,4,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,Nzo,No,No,No,9,Once or twice a daly,No,Fairly satisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Nevevr,No,No,Yes,No,No,No,4,Once or twice a oday,No,Fairly satisfied,No
Man,No,Yes,No,No,At least once a month,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a month,Yes,eYs,Yes,Yes,No,No,7,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Less foten,10 - Extremely interested,Have done/used this in the past 3 months,At least once a week,Yes,No,es,Yes,No,o,2,Several times a day,No,Fairly satisfied,No
Womna,Yes,Npo,No,No,At least once a week,10 - Extremely interested,Have never done this but I am aware of this,Several times a day,No,No,No,Yes,No,No,,At least once a wevek,Yxes,Very satifsied,No
Woman,No,Yes,No,No,Less often,***,Have never done this - and I wasn't aware that this was possible,At least once a week,No,Yes,Yes,Yes,No,No,7,Several times a day,No,Fairly satisfied,No
Man,Yes,Yes,No,No,Less often,7,Have done/used this in the past 3 months,Less often,No,No,Yse,Yes,No,Ndo,8,Several times a day,No,Fairly satisfied,Yes
Woman,Yes,No,No,No,Never,,Have done/used this in the past 3 months,Lhess often,No,Yes,Yes,Yes,Yes,No,3,Several times a day,No,Fairly dissatisfied,No
Man,No,Yes,No,o,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,At leahst once a week,Yes,No,No,Yes,No,No,1 - Not at all interested,Several times a ay,No,Fairly satisfied,No
Mna,No,Yse,No,No,Less otften,7,Have never done this - and I wasn''t aware that this was possibel,Several times a day,No,Yes,No,Yes,No,No,7,At least once a week,Yes,Fairly satisfied,No
Woman,oN,No,No,No,Never,4,Have never done this but I am aware of this,Never,No,No,o,No,No,oN,4,Once or twice ad ay,No,Neither satisfied nor dissatisfied,oN
Man,No,No,No,No,Never,2,Have done/used this in the past 3 months,Once or twice a day,No,No,No,Yes,oN,No,3,Several tibmes a day,o,Very dissatisfied,No
Woamn,No,Yes,No,No,At least once a week,9,Have never done this but oI am aware of this,Several times a day,Yes,No,Yes,Yes,Yes,No,9,Severa times a day,No,Fairly satisfied,Yes
bMan,Ypes,No,No,No,At least once a month,6,Have never done this but I am aware of this,At least once a month,No,No,Yes,Yes,No,No,5,Once or twice a day,oN,Fairly satisfied,No
Man,No,No,No,No,vAt least once a month,7,Have never done this but I am aware of this,Less often,bNo,Yes,Yes,Yes,No,No,8,Several times a day,Yes,Neither satisfied nor dissatisfied,Yes
Man,Yes,No,oN,No,Less often,8,Have done/used thisi n the past 3 months,At least once a week,No,Yes,Yes,Yes,Yes,No,9,Several times a day,No,Very satisfied,No
Man,Yes,No,No,vNo,Once or twice a day,***,Have done/used this in the past 3 months,At least once a month,jYes,Yes,No,Yes,No,No,9,Severl times a day,No,Fairly satisfied,No
Woman,No,Yse,No,No,At least once a week,8,Have never done this but I am aware of this,Once or twice a day,Yes,No,Yse,No,Yes,No,3,At least once a week,No,Fairly satisfied,No
Woman,No,aNo,No,No,Never,,Have never done this but I am aware of this,Lessoften,No,Yes,No,Yes,No,No,***,Several times a day,Nho,Fairly satisfied,iNo
Man,No,o,dNo,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,No,No,Ys,Yes,No,No,1 - Not at all interested,Several times a day,iNo,Very satisfied,Yes
Man,No,No,No,sNo,At least once a month,***,Have never done this - and I wasn't aware that this was possible,At least once a month,No,Yes,Yes,Yes,Nro,No,,Several times a day,No,Fairly satisfied,No
Woman,oN,No,No,No,At least once a month,5,"Have done / used this at some time in the past, but not in the past 3z months",At least once a week,oN,Yes,No,Yes,Yes,No,7,Several times a day,No,Fairly satisfied,No
Man,No,o,No,No,Less often,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Less often,No,No,No,Yes,o,No,2,Several times a day,No,Neither satisfied nor dissatisfied,Yes
Man,No,Yes,No,No,Less often,6,Have done/used this in the past 3 months,Never,Nko,No,No,Yes,No,No,2,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Once or twice a day,9,Have never done this - and I wasn't aware that this was possible,At least onc ea month,No,No,No,Yes,Yes,o,,At least once a month,Yes,Neither satisfied nor dissatisfied,No
Man,Yes,No,No,No,Never,3,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,3,Several times a day,oN,Fairly satisfied,No
Man,No,Yes,No,No,At least once a week,10 - Extremely interested,"Have done / used this at some time in the past, but not in the past 3 months",eSveral times a day,No,No,Yes,Yes,No,No,10 - Extremely interested,Several times a day,No,ery satisfied,No
Man,No,Yes,o,No,Less often,***,Don't know,Less often,No,Yes,o,No,Yes,No,6,At least once a month,No,Neither satisfied nor dissatisfied,No
Woman,No,oN,No,Nlo,Less often,6,Have never done this but I am aware of this,Once or twice a day,Yes,Yes,No,Yes,No,No,5,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,Less often***,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,No,No,No,2,Several times a day,No,Fairly satisfied,No
Man,Yes,No,Nio,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Nhever,No,Yes,Yes,Yse,Yes,No,***,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,Nqo,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,No,No,No,Yes,Nho,oN,1 - Not at all interested,Once or twicfe a day,No,Very satisfied,No
Woman,Nlo,No,No,No,Nzever,8,Have never done this but I am aware of this,Les soften,es,Yes,Yes,No,No,No,8,Once or twice a day,No,Fairly satisied,No
Woman,Yes,No,No,No,Less often,j3,Have done/used this in the past 3 months,At least once a month,No,Yes,No,eYs,Yes,No,10 - Extremely interesed,Several times a day,No,Fairly satisfied,No
Woman,Nfo,No,No,No,Once or twice a day,7,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,No,Yes,Yes,Yes,No,No,***,Once o twice a day,No,Fairly satisfied,No
Man,oN,No,No,No,Once or twice a day,4,Have never done this but I am aware of this,Less often,No,Yes,Yes,Yes,No,No,***,Several times a day,No,Neither satisfied nor dissatisfied,sNo
Woman,o,sNo,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,Nao,No,Yes,Yes,yNo,No,1 - Not at all interested,Less often,oN,Neither satisfied nor dissatisfied,No
Woman,Ys,No,No,No,Once or twice a day,9,Have done/used this in the past 3 months,Several times a day,Yes,Yes,Yes,No,Yes,No,8,Once or twice a day,No,Fairly satisfied,No
Woman,No,Yes,No,No,At least once a week,1 - Not at all interested,Have never done this but I am aware of this,Neever,No,Yes,Yes,Yes,No,No,3,At least once a week,o,Don't know,No
Man,No,Yes,No,No,Never,1 - Not at all inteqrested,Have never done this but I am aware of this,Never,No,No,Yes,Ys,No,No,2,At least once a week,No,Fairly satisfied,No
Woman,Yes,No,No,Nro,Never,1 -N ot at all interested,Have never done this but I am aware of this,aNever,No,No,Yes,Yes,No,No,1 - Not at all intereshted,Once or twice a day,o,Neither satisfied nor dissatisfied,oN
Woman,Yes,No,nNo,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,oN,Yes,uYes,No,No,1 - Not at all interested,Less often,No,either satisfied nor dissatisfied,No
Man,oN,Yes,No,No,Less often,7,Have never done this but I am aware of this,Onces or twice a day,Yes,Yes,o,Yes,No,No,7,Severalq times a day,Nho,Fairly satisfied,No
Woman,No,No,No,No,At least once a month,1 - Not at all interested,Have never done this but I am aware of this,Lesxs often,Yies,Yes,No,Yes,No,No,8,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,2,Have never done this but I am aware of this,Nevre,No,No,Yes,Yes,No,oN,5,Once or twice a day,Yes,Fairly satisfied,No
Woman,oN,Yes,No,No,At least once a week,8,Have never done this but I am aware of this,At least once a week,Yes,Yes,Yes,No,No,No,5,Several times a day,No,Fairly satisfied,No
an,oN,Yes,No,No,At least once a month,9,"Have done / used this at some time in the past, but not in the past 3 months",Once or twice a day,Yes,Yes,Yes,Yes,Yes,No,***,Several times a day,Yes,Fairly satisfied,No
bMan,No,Ndo,Nwo,No,At least once a week,2,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,No,No,No,No,3,Once or twice a day,Yes,Fairly satisfied,o
