gender,qc_five_five,q_zero_five_one_two,q_zero_fourbii_one_four,q_zero_threea_one_two,q_zero_nine_one_zero,q_zero_four_zero_six,q_one_eighti_zero_seven,q_zero_nine_one_three,q_one_fived_zero_two_zero_six,q_one_fiveca_zero_four,q_one_zerof_zero_seven,q_zero_threea_one_zero,qc_five_six,q_one_fived_zero_four_zero_two,q_zero_four_zero_two,q_zero_nine_zero_one,q_zero_fourbi_zero_five,q_two_seven_zero_four,q_zero_foura_two_two
Woman,No,No,No,No,Less often,3,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,Yes,Yes,Yes,Yes,No,7,Several times a day,No,Fairly satisfied,No
Woman,No,Yes,No,No,Less often,6,Have never done this but I am aware of this,Once or twice a day,Yes,Yes,Yes,Yes,No,No,9,Several times a day,No,Fairly satisfied,No
Man,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,No,No,Yes,Yes,No,No,1 - Not at all interested,Several times a day,Yes,Very satisfied,No
Woman,Yes,No,No,No,Never,2,Have never done this but I am aware of this,Less often,No,Yes,Yes,No,No,No,3,Once or twice a day,No,Don't know,No
Woman,Yes,No,No,No,Never,2,Have done/used this in the past 3 months,Less often,No,No,Yes,No,No,No,9,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Less often,4,Have never done this - and I wasn't aware that this was possible,Less often,No,Yes,No,Yes,No,No,8,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,4,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,Yes,Yes,Yes,No,3,Several times a day,No,Fairly satisfied,No
Woman,No,Yes,No,No,At least once a week,8,"Have done / used this at some time in the past, but not in the past 3 months",Once or twice a day,No,Yes,Yes,Yes,Yes,No,9,Several times a day,Yes,Fairly satisfied,Yes
Man,No,No,No,No,Less often,5,Have done/used this in the past 3 months,Less often,No,No,Yes,Yes,Yes,No,9,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,No,Yes,No,No,1 - Not at all interested,Several times a day,No,Don't know,No
Man,No,Yes,No,No,At least once a week,2,Have never done this but I am aware of this,At least once a month,No,Yes,Yes,Yes,Yes,No,2,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,No,Yes,No,No,1 - Not at all interested,Several times a day,No,Don't know,No
Woman,Yes,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,No,No,No,No,Yes,No,5,Several times a day,No,Very satisfied,No
Man,No,Yes,No,No,At least once a week,6,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,Yes,Yes,No,Yes,No,No,8,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,6,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,Yes,Yes,Yes,No,No,2,Several times a day,Yes,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,4,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,No,No,No,8,Less often,No,Fairly dissatisfied,No
Woman,No,Yes,No,No,At least once a week,5,Have never done this - and I wasn't aware that this was possible,Once or twice a day,No,Yes,Yes,Yes,No,No,2,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,Yes,No,No,No,Less often,5,Have never done this but I am aware of this,Less often,No,No,No,Yes,No,No,6,Several times a day,No,Fairly satisfied,No
Man,No,Yes,No,No,At least once a month,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Once or twice a day,Yes,Yes,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Man,Yes,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,No,Yes,No,No,2,At least once a month,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a month,No,Yes,Yes,Yes,No,Yes,5,At least once a week,No,Fairly dissatisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,No,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,Never,1 - Not at all interested,Have done/used this in the past 3 months,Never,No,No,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,Yes,No,No,No,6,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,Less often,6,Have never done this - and I wasn't aware that this was possible,Never,Yes,Yes,Yes,Yes,No,No,4,Several times a day,No,Very satisfied,No
Man,Yes,Yes,No,No,At least once a month,6,Have done/used this in the past 3 months,At least once a week,Yes,No,No,Yes,Yes,No,5,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,Yes,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,No,Yes,No,No,1 - Not at all interested,Once or twice a day,No,Don't know,No
Woman,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,No,Yes,No,1 - Not at all interested,At least once a week,No,Don't know,No
Man,No,No,No,Yes,Never,4,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,No,No,No,No,9,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,No,No,No,4,Once or twice a day,No,Fairly satisfied,No
Man,No,Yes,No,No,At least once a month,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a month,Yes,Yes,Yes,Yes,No,No,7,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Less often,10 - Extremely interested,Have done/used this in the past 3 months,At least once a week,Yes,No,Yes,Yes,No,No,2,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,At least once a week,10 - Extremely interested,Have never done this but I am aware of this,Several times a day,No,No,No,Yes,No,No,9,At least once a week,Yes,Very satisfied,No
Woman,No,Yes,No,No,Less often,5,Have never done this - and I wasn't aware that this was possible,At least once a week,No,Yes,Yes,Yes,No,No,7,Several times a day,No,Fairly satisfied,No
Man,Yes,Yes,No,No,Less often,7,Have done/used this in the past 3 months,Less often,No,No,Yes,Yes,No,No,8,Several times a day,No,Fairly satisfied,Yes
Woman,Yes,No,No,No,Never,2,Have done/used this in the past 3 months,Less often,No,Yes,Yes,Yes,Yes,No,3,Several times a day,No,Fairly dissatisfied,No
Man,No,Yes,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,At least once a week,Yes,No,No,Yes,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Man,No,Yes,No,No,Less often,7,Have never done this - and I wasn't aware that this was possible,Several times a day,No,Yes,No,Yes,No,No,7,At least once a week,Yes,Fairly satisfied,No
Woman,No,No,No,No,Never,4,Have never done this but I am aware of this,Never,No,No,No,No,No,No,4,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,2,Have done/used this in the past 3 months,Once or twice a day,No,No,No,Yes,No,No,3,Several times a day,No,Very dissatisfied,No
Woman,No,Yes,No,No,At least once a week,9,Have never done this but I am aware of this,Several times a day,Yes,No,Yes,Yes,Yes,No,9,Several times a day,No,Fairly satisfied,Yes
Man,Yes,No,No,No,At least once a month,6,Have never done this but I am aware of this,At least once a month,No,No,Yes,Yes,No,No,5,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,No,At least once a month,7,Have never done this but I am aware of this,Less often,No,Yes,Yes,Yes,No,No,8,Several times a day,Yes,Neither satisfied nor dissatisfied,Yes
Man,Yes,No,No,No,Less often,8,Have done/used this in the past 3 months,At least once a week,No,Yes,Yes,Yes,Yes,No,9,Several times a day,No,Very satisfied,No
Man,Yes,No,No,No,Once or twice a day,2,Have done/used this in the past 3 months,At least once a month,Yes,Yes,No,Yes,No,No,9,Several times a day,No,Fairly satisfied,No
Woman,No,Yes,No,No,At least once a week,8,Have never done this but I am aware of this,Once or twice a day,Yes,No,Yes,No,Yes,No,3,At least once a week,No,Fairly satisfied,No
Woman,No,No,No,No,Never,8,Have never done this but I am aware of this,Less often,No,Yes,No,Yes,No,No,7,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,No,No,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Very satisfied,Yes
Man,No,No,No,No,At least once a month,2,Have never done this - and I wasn't aware that this was possible,At least once a month,No,Yes,Yes,Yes,No,No,2,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,At least once a month,5,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,No,Yes,No,Yes,Yes,No,7,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Less often,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Less often,No,No,No,Yes,No,No,2,Several times a day,No,Neither satisfied nor dissatisfied,Yes
Man,No,Yes,No,No,Less often,6,Have done/used this in the past 3 months,Never,No,No,No,Yes,No,No,2,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Once or twice a day,9,Have never done this - and I wasn't aware that this was possible,At least once a month,No,No,No,Yes,Yes,No,9,At least once a month,Yes,Neither satisfied nor dissatisfied,No
Man,Yes,No,No,No,Never,3,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,3,Several times a day,No,Fairly satisfied,No
Man,No,Yes,No,No,At least once a week,10 - Extremely interested,"Have done / used this at some time in the past, but not in the past 3 months",Several times a day,No,No,Yes,Yes,No,No,10 - Extremely interested,Several times a day,No,Very satisfied,No
Man,No,Yes,No,No,Less often,9,Don't know,Less often,No,Yes,No,No,Yes,No,6,At least once a month,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Less often,6,Have never done this but I am aware of this,Once or twice a day,Yes,Yes,No,Yes,No,No,5,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,No,No,No,2,Several times a day,No,Fairly satisfied,No
Man,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,Yes,Yes,Yes,No,5,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,No,No,No,Yes,No,No,1 - Not at all interested,Once or twice a day,No,Very satisfied,No
Woman,No,No,No,No,Never,8,Have never done this but I am aware of this,Less often,Yes,Yes,Yes,No,No,No,8,Once or twice a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,Less often,3,Have done/used this in the past 3 months,At least once a month,No,Yes,No,Yes,Yes,No,10 - Extremely interested,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,Once or twice a day,7,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,No,Yes,Yes,Yes,No,No,5,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,No,Once or twice a day,4,Have never done this but I am aware of this,Less often,No,Yes,Yes,Yes,No,No,6,Several times a day,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,Yes,No,No,1 - Not at all interested,Less often,No,Neither satisfied nor dissatisfied,No
Woman,Yes,No,No,No,Once or twice a day,9,Have done/used this in the past 3 months,Several times a day,Yes,Yes,Yes,No,Yes,No,8,Once or twice a day,No,Fairly satisfied,No
Woman,No,Yes,No,No,At least once a week,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,Yes,Yes,No,No,3,At least once a week,No,Don't know,No
Man,No,Yes,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,2,At least once a week,No,Fairly satisfied,No
Woman,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,1 - Not at all interested,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,Yes,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,Yes,No,No,1 - Not at all interested,Less often,No,Neither satisfied nor dissatisfied,No
Man,No,Yes,No,No,Less often,7,Have never done this but I am aware of this,Once or twice a day,Yes,Yes,No,Yes,No,No,7,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,At least once a month,1 - Not at all interested,Have never done this but I am aware of this,Less often,Yes,Yes,No,Yes,No,No,8,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,2,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,5,Once or twice a day,Yes,Fairly satisfied,No
Woman,No,Yes,No,No,At least once a week,8,Have never done this but I am aware of this,At least once a week,Yes,Yes,Yes,No,No,No,5,Several times a day,No,Fairly satisfied,No
Man,No,Yes,No,No,At least once a month,9,"Have done / used this at some time in the past, but not in the past 3 months",Once or twice a day,Yes,Yes,Yes,Yes,Yes,No,8,Several times a day,Yes,Fairly satisfied,No
Man,No,No,No,No,At least once a week,2,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,No,No,No,No,3,Once or twice a day,Yes,Fairly satisfied,No
